School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
043098,AVEDA INSTITUTE MONTANA,901 24TH STREET WEST,BILLINGS,MT,59102,,,
042803,CAREERS INSTITUTE OF AMERICA,13614 MIDWAY ROAD,DALLAS,TX,75244,,,
043045,HEARTLAND WELDING ACADEMY,338 SOUTH IDA STREET,WICHITA,KS,67211,,,
043044,PREMIER BARBER SCHOOL,8795 ANTOINE DRIVE,HOUSTON,TX,77088,,,
042801,YESHIVA GEDOLA TIFERES YAAKOV YITZCHOK,65 CROSS STREET,LAKEWOOD,NJ,8701,,,
042800,MARINE TRADES INSTITUTE,485 SOUTH MERIDIAN,CEDARVILLE,MI,49719,,,
043101,KENTUCKY WELDING INSTITUTE,1828 MAYSVILLE ROAD,FLEMINGSBURG,KY,41041,,,
042799,ESTEEM ACADEMY OF BEAUTY,1682 EAST 5600 SOUTH,SOUTH OGDEN,UT,84403,,,
043041,NURSE ACADEMY (THE),2345 EAST 8TH STREET,N/ATION/AL CITY,CA,91950,,,
043107,FINAL TOUCH BARBER ACADEMY,925 SPRING GARDEN STREET,PHILADELPHIA,PA,19123,,,
043036,JT'S CUTS ACADEMY,830 EAST OAKLAND PARK BOULEVARD,FORT LAUDERDALE,FL,33334,,,
043034,AUSTIN MEDICAL ASSISTANT TRAINING,"109-15 72ND ROAD, UNIT 1A",FOREST HILLS,NY,11375,,,
043109,PRECISION WELDING ACADEMY,18830 GUMMERT ROAD,KATY,TX,77449,,,
042798,MAINE MEDIA COLLEGE,70 CAMDEN STREET,ROCKPORT,ME,4856,,,
042797,ALBERT EINSTEIN COLLEGE OF MEDICINE,1300 MORRIS PARK AVENUE,BRONX,NY,10461,,,
043110,LOVETT BEAUTY SCHOOL,5388 JONESBORO ROAD,LAKE CITY,GA,30260,,,
043112,JUSTICE UNIVERSITY,2777 SOUTH GILBERT ROAD,CHANDLER,AZ,85286,,,
042832,DELUXE BARBER COLLEGE,12636 N/ACOGDOCHES ROAD,SAN ANTONIO,TX,78217,,,
043032,CUTTING EDGE BARBER ACADEMY,114 WEST ORANGE STREET,LANCASTER,PA,17603,,,
042833,A BETTER U BEAUTY BARBER ACADEMY,5400 PHOENIX AVENUE NORTHEAST,ALBUQUERQUE,NM,87110,,,
043113,MIAMI BARBER INSTITUTE,3878 SOUTHWEST 112 AVENUE,MIAMI,FL,33165,,,
042796,YESHIVA OHR ZECHARIAH,199 JOE PARKER ROAD,LAKEWOOD,NJ,8701,,,
043118,ART22 ACADEMY,2440 GETZ ROAD,FORT WAYNE,IN,46804,,,
042835,FALCON INSTITUTE OF HEALTH AND SCIENCE,3045 AVENUE B,BETHLEHEM,PA,18017,,,
043030,ACADEMIA MEDICAL INSTITUTE,3445 SOUTH BOULEVARD,COLUMBUS,OH,43204,,,
042794,CHRIST MISSION COLLEGE,10822 FM 1560 NORTH,SAN ANTONIO,TX,78254,,,
042793,PREMIER ACADEMY OF COSMETOLOGY,910 NORTH MAIN STREET,MCALESTER,OK,74501,,,
042836,COLLEGE UNBOUND,325 PUBLIC STREET,PROVIDENCE,RI,2905,,,
042790,AMERICAN INSTITUTE OF HEALTHCARE & TECHN,480 LORDSHIP BOULEVARD,STRATFORD,CT,6615,,,
042837,OREGON COAST COMMUNITY COLLEGE,400 SOUTH EAST COLLEGE WAY,NEWPORT,OR,97366,,,
042789,PROF. UNIVERSITY DR CARLOS J BORRERO RÍO,"656 AVENIDA PONCE DE LEON, PISO 1",SAN JUAN,PR,918,,,
043119,MODERN MALE BARBER ACADEMY,209 WEST MAIN STREET,LANSDALE,PA,19446,,,
042838,PROFESSIONAL CULINARY ACADEMY,875 ELMWOOD AVENUE,BUFFALO,NY,14222,,,
043123,SWM BEAUTY SCHOOL,703 SOUTH CENTERVILLE ROAD,STURGIS,MI,49091,,,
043124,EPIC BARBER COLLEGE,13018 WOODFOREST BOULEVARD,HOUSTON,TX,77015,,,
043125,METROPOLITAN BARBER ACADEMY,207 VALLEY ROAD,ENOLA,PA,17025,,,
043126,SOUTHWEST UNIVERSITY OF NAPRAPATHIC MEDI,2006 BOTULPH ROAD,SANTA FE,NM,87505,,,
042788,LOS ANGELES PACIFIC UNIVERSITY,300 NORTH LONE HILL AVENUE,SAN DIMAS,CA,91773,,,
042840,GATHER 4 HIM CHRISTIAN COLLEGE,3021 WEST CLEARWATER AVENUE,KENNEWICK,WA,99336,,,
043129,ICR FLORIDA EDUCATION,633 NORTHEAST 167TH STREET,NORTH MIAMI BEACH,FL,33162,,,
043130,BEREA BEAUTY ACADEMY,292 GLADES ROAD,BEREA,KY,40403,,,
043133,STYLE MOBB UNIVERSITY SCHOOL OF COSMETOL,1777 PHOENIX PARKWAY,COLLEGE PARK,GA,30349,,,
043136,BET MIDRASH OHEL TORAH,1009 BROOK ROAD,LAKEWOOD,NJ,8701,,,
042785,YESHIVAT HECHAL SHEMUEL,1532 EAST 10TH STREET,BROOKLYN,NY,11230,,,
042783,OHEL MARGULIA SEMINARY,22 ASHEL LANE,MONSEY,NY,10952,,,
042782,AMERICAN BUSINESS SCHOOL OF PARIS,"12, RUE ALEXANDRE PARODI",PARIS,FC,0,,FRANCE,75010
043137,URBE UNIVERSITY,11430 NORTHWEST 20TH STREET,SWEETWATER,FL,33172,,,
043082,CONGREGATION YMH,1368 39TH STREET,BROOKLYN,NY,11218,,,
042780,SOUTH EASTERN BEAUTY ACADEMY,318 SECOND STREET,PAINTSVILLE,KY,41240,,,
043138,MOSLEY SCHOOL OF COSMETOLOGY,4454 BRETON ROAD SOUTHEAST,KENTWOOD,MI,49508,,,
042778,PRO BEAUTY ACADEMY (THE),1655 OAK TREE ROAD,EDISON,NJ,8820,,,
043076,WEST COAST BARBER COLLEGE,3753 MISSION AVE,OCEANSIDE,CA,92058,,,
043139,NORTHPOINT COLLEGE,2100 44TH STREET SOUTH WEST,WYOMING,MI,49519,,,
042777,CALIFORNIA COLLEGE OF BARBERING AND COSM,1024 EAST MARCH LANE,STOCKTON,CA,95210,,,
043140,YESHIVA AND KOLLEL OF KARLSBURG,1556 53RD STREET,BROOKLYN,NY,11219,,,
042774,ELITE ACADEMY OF HAIR DESIGN,56104 N/ATION/AL ROAD SUITE 115,BRIDGEPORT,OH,43912,,,
042771,YOUNG AMERICANS COLLEGE OF THE PERFORMIN,1112 OLYMPIC DRIVE,CORON/A,CA,92881,,,
042843,LATIN AMERICAN BIBLE INSTITUTE,14209 EAST LOMITAS AVENUE,LA PUENTE,CA,91746,,,
042769,CT MESIVTA TIFERES SHMIEL ALEKSANDER,1535 63RD STREET,BROOKLYN,NY,11219,,,
043141,YESHIVA GEDOLA AMIDEI DGIRSA,89 THROOP AVENUE,BROOKLYN,NY,11206,,,
042768,KCK BEAUTY & BARBER ACADEMY,10592 BALMORAL CIRCLE EAST,JACKSONVILLE,FL,32118,,,
042767,SALON PROFESSIONAL ACADEMY (THE),901 SOUTH IH 35,GEORGETOWN,TX,78626,,,
042845,MIDWEST BARBER COLLEGE,901 SOUTH WEST 37TH STREET,TOPEKA,KS,66611,,,
042766,YESHIVA OF OCEAN,7120 HIGHWAY 52,GREENFIELD PARK,NY,12435,,,
042765,GLOBAL MEDICAL & TECHNICAL TRAINING INST,1830 NW 7TH STREET,MIAMI,FL,33125,,,
043151,TOWNSEND BARBER INSTITUTE,694 COUNTY ROAD B. WEST,ROSEVILLE,MN,55113,,,
042846,BAIS MEDRASH OF DEXTER PARK,445 SOUTH PASCACK ROAD,CHESNUT RIDGE,NY,10977,,,
042764,CULINARY SCHOOL OF FORT WORTH (THE),6550 CAMP BOWIE BOULEVARD,FORT WORTH,TX,76116,,,
042763,AMERICAN MASSAGE & BODYWORK INSTITUTE,1593 SPRING HILL ROAD,VIENN/A,VA,22182,,,
042849,ROYAL LEARNING INSTITUTE,"254 W. 29TH ST, 2ND FL",NEW YORK,NY,10001,,,
042761,CHAMPION CHRISTIAN COLLEGE,600 GARLAND AVENUE,HOT SPRINGS,AR,71913,,,
042760,GLITZ SCHOOL OF COSMETOLOGY,2755 EAST IDAHO,LAS CRUCES,NM,88011,,,
042759,ANOTHER LEVEL BARBERING AND COSMETOLOGY,102 NORTH SYCAMORE STREET,PETERSBURG,VA,23803,,,
043153,GOODWILL TECHNICAL COLLEGE,3400 TULANE AVENUE,NEW ORLEANS,LA,70119,,,
042850,LOTUS PROFESSIONAL COLLEGE,8935 PATTERSON AVENUE,RICHMOND,VA,23229,,,
042851,VIRGINIA CHRISTIAN COLLEGE,17100 VAN BUREN ROAD,DUMFRIES,VA,22025,,,
042853,HOLLYWOOD CULTURAL COLLEGE,3450 WILSHIRE BOULEVARD,LOS ANGELES,CA,90010,,,
042855,MARIANO MORENO CULINARY INSTITUTE,2135 CORAL WAY,MIAMI,FL,33145,,,
043156,NEW ORLEANS CULINARY AND HOSPITALITY INS,725 HOWARD AVENUE,NEW ORLEANS,LA,70130,,,
043075,HOLLYWOOD CAREER INSTITUTE,1617 SOUTH 21ST AVENUE,HOLLYWOOD,FL,33020,,,
043159,NORTHERN PENNSYLVANIA REGIONAL COLLEGE,300 SECOND AVENUE,WARREN,PA,16365,,,
043072,IDAHO COLLEGE OF OSTEOPATHIC MEDICINE,1401 EAST CENTRAL DRIVE,MERIDIAN,ID,83642,,,
043160,CHARM BEAUTY SCHOOL,25050 WEST WARREN AVENUE,DEARBORN HEIGHTS,MI,48127,,,
042756,G.A. BEAUTY & BARBER SCHOOL,3301 NORTH WARE ROAD,MCALLEN,TX,78501,,,
042754,MAKANA ESTHETICS WELLNESS ACADEMY,560 NORTH NIMITZ HIGHWAY,HONOLULU,HI,96817,,,
042753,ZION MASSAGE COLLEGE,567 S. VALLEY VIEW DRIVE SUITE 4,ST. GEORGE,UT,84770,,,
042750,HEALTH AND TECHNOLOGY TRAINING INSTITUTE,ONE SOUTH BROAD STREET,PHILADELPHIA,PA,19107,,,
042693,YESHIVA GEDOLAH OF CLIFFWOOD,200 CENTER STREET,KEYPORT,NJ,7735,,,
042661,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF C,1788 WEST FOURTH STREET,ONTARIO,OH,44906,,,
042749,CONTRA COSTA MEDICAL CAREER COLLEGE,4041 LONE TREE WAY,ANTIOCH,CA,94581,,,
042856,BURLINGTON COUNTY INSTITUTE OF TECHNOLOG,695 WOODLANE ROAD,WESTAMPTON,NJ,8060,,,
042748,CALIFORNIA GRADUATE SCHOOL OF THEOLOGY,12761 EUCLID STREET,GARDEN GROVE,CA,92840,,,
043163,"SALON PROFESSIONAL ACADEMY, (THE)",601 STATE HIGHWAY 110 NORTH,WHITEHOUSE,TX,75791,,,
042857,APEX COLLEGE OF VETERINARY TECHNOLOGY,330 SOUTH EL PASO STREET,COLORADO SPRINGS,CO,80903,,,
042747,CENTRALIA BEAUTY COLLEGE,217 SOUTH TOWER AVENUE,CENTRALIA,WA,98531,,,
042745,STRAND INSTITUTE OF BEAUTY & ESTHETICS (,1018 US HIGHWAY 181,PORTLAND,TX,78374,,,
042859,TUANA EUROPEAN BEAUTY ACADEMY,826 SOUTH COLLEGE AVENUE,FORT COLLINS,CO,80524,,,
042861,HAIR ACADEMY,62 CONSUMER CENTER DRIVE,CHILLICOTHE,OH,45601,,,
E41407,BARRY UNIVERSITY - OCALAGAINSVILLE,1101 SOUTHWEST 1 AVENUE,OCALA,FL,34471,,,
G02391,MITCHELL HAMLINE SCHOOL OF LAW,875 SUMMIT AVENUE,ST PAUL,MN,55105,,,
E00479,MISSISSIPPI COLLEGE - SCHOOL OF LAW,151 EAST GRIFFITH,JACKSON,MS,39201,,,
002422,MISSISSIPPI UNIV FOR WOMEN,1100 COLLEGE ST-FIN/ANCIAL AID,COLUMBUS,MS,39701,,,
002703,UNIVERSITY OF MOUNT SAINT VINCENT,6301 RIVERDALE AVENUE,RIVERDALE,NY,10471,,,
005525,SOUTHERN MAINE COMMUNITY COLLEGE,FORT ROAD,SOUTH PORTLAND,ME,4106,,,
010573,WEST VIRGINIA JUNIOR COLLEGE,5514 BIG TYLER ROAD,CROSS LANES,WV,25313,,,
G10599,INST D'ETUDES POLITIQUES DE PARIS,27 RUE SAINT-GUILLAUME,PARIS,FC,0,CEDEX -07,FRANCE,75337
010771,GUPTON JONES COLLEGE,5141 SN/APFINGER WOODS DR,DECATUR,GA,30035,,,
010813,AMERICAN ACAD MCALLISTER INST,1501 BROADWAY SUITE 1102,NEW YORK,NY,1136,,,
010819,CONSERVATORIO DE MUSICA DE PUERTO RICO,AVE. PONCE DE LEÓN 951,SAN JUAN,PR,907,,,
043172,NEIHULE ACADEMY OF BEAUTY,305 EAST 8TH STREET,LOS ANGELES,CA,90014,,,
001226,LOS ANGELES PIERCE COLLEGE,6201 WINNETKA AVENUE,WOODLAND HILLS,CA,91371,,,
G01632,AQUINAS INSTITUTE OF THEOLOGY,23 S SPRING AVE,ST LOUIS,MO,63108,,,
001816,INDIANA UNIVERSITY - SOUTH BEND,1700 MISHAWAKA AVENUE,SOUTH BEND,IN,46634,,,
002108,WASHINGTON COLLEGE,300 WASHINGTON AVENUE,CHESTERTOWN,MD,21620,,,
007570,HELENA COLLEGE UNIVERSITY OF MONTANA,1115 N ROBERTS STREET,HELEN/A,MT,59601,,,
007783,MIDDLE TENNESSEE SCH OF ANESTHESIA,315 HOSPITAL DRIVE,MADISON,TN,37115,,,
007534,NASHVILLE STATE COMMUNITY COLLEGE,120 WHITE BRIDGE ROAD,N/ASHVILLE,TN,37209,,,
010827,DAVID PRESSLEY PROF SCH OF COSMTLGY,1127 S WASHINGTON,ROYAL OAK,MI,48067,,,
010836,PIVOT POINT ACADEMY,"144 EAST LAKE STREET, SUITE C",BLOOMINGDALE,IL,60108,,,
013780,THOMAS JEFFERSON SCHOOL OF LAW,701 B STREET,SAN DIEGO,CA,92101,,,
001230,MARSHALL B. KETCHUM UNIVERSITY,2575 YORBA LINDA BOULEVARD,FULLERTON,CA,92831,,,
001655,WRIGHT COLLEGE,4300 N N/ARRAGANSETT AVE,CHICAGO,IL,60634,,,
001895,WALDORF UNIVERSITY,106 S 6TH ST,FOREST CITY,IA,50436,,,
002118,ASSUMPTION COLLEGE,500 SALISBURY ST,WORCESTER,MA,1615,,,
002485,MIDWESTERN BAPTIST THEOL SEMINARY,5001 N OAK TRAFFICWAY,KANSAS CITY,MO,64118,,,
002895,VASSAR COLLEGE,124 RAYMOND AVENUE,POUGHKEEPSIE,NY,12604,,,
003116,UNIV OF RIO GRANDE,PO BOX 500,RIO GRANDE,OH,45674,,,
010147,WESTERN SUFFOLK BOCES,152 LAUREL HILL RD,NORTHPORT,NY,11768,,,
010858,AVALON INSTITUTE,2111 SOUTH ALMA SCHOOL ROAD,MESA,AZ,85210,,,
E40799,AVALON INSTITUTE - LAYTON,1992 WEST ANTELOPE DRIVE,LAYTON,UT,84041,,,
001033,OAKWOOD UNIVERSITY,7000 ADVENTIST BLVD NW,HUNTSVILLE,AL,35896,,,
E00210,HARVARD UNIVERSITY - HARVARD DIVINITY SC,45 FRANCIS AVENUE,CAMBRIDGE,MA,2138,,,
002205,QUINCY COLLEGE,1250 HANCOCK STREET,QUINCY,MA,2169,,,
002906,APPALACHIAN STATE UNIVERSITY,DOUGHERTY ADMINISTRATION BUILDING,BOONE,NC,28608,,,
003240,BUTLER COUNTY COMMUNITY COLLEGE,107 COLLEGE DRIVE OAK HILLS,BUTLER,PA,16002,,,
008614,RABBINICAL CLG BOBOVER YESHIVA BNEI,1577 48TH ST,BROOKLYN,NY,11219,,,
E40800,AVALON INSTITUTE - LAS VEGAS,2650 SOUTH DECATUR BOULEVARD,LAS VEGAS,NV,89102,,,
015272,GREATER ALTOONA CAREERTECH CENTER,1500 FOURTH AVENUE,ALTOON/A,PA,16602,,,
G10866,UNIVERSITY OF OXFORD - MAGDALEN COLLEGE,HIGH STREET,OXFORD,FC,0,,UNITED KINGDOM,OX1 4AU
G10867,UNIVERSITY OF OXFORD ST JOHN'S COLL,ST. GILES,OXFORD,FC,0,,ENGLAND,
010879,RICHLAND COMMUNITY COLLEGE,ONE COLLEGE PARK,DECATUR,IL,62521,,,
011141,STARK STATE COLLEGE,6200 FRANK AVENUE NORTHWEST,NORTH CANTON,OH,44720,,,
010903,RIZZIERI INSTITUTE,8200 TOWN CENTER BOULEVARD,VOORHEES,NJ,8043,,,
G10914,MONASH UNIVERSITY,WELLINGTON ROAD CLAYTON,VICTORIA,FC,0,,AUSTRALIA,
043173,DIVERSE MEDIA INSTITUTE,1166 UNIVERSITY AVENUE,ST. PAUL,MN,55104,,,
001268,PORTERVILLE COLLEGE,100 EAST COLLEGE AVENUE,PORTERVILLE,CA,93257,,,
001335,VICTOR VALLEY COLLEGE,18422 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,,,
001659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE,3333 GREEN BAY ROAD,NORTH CHICAGO,IL,60064,,,
002334,AUGSBURG UNIVERSITY,2211 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,,,
003539,ALVIN COMMUNITY COLLEGE,3110 MUSTANG ROAD,ALVIN,TX,77511,,,
003574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,1001 BIRDWELL LANE,BIG SPRING,TX,79720,,,
010922,UNIVERSITY OF PUERTO RICO - UTUADO,CARRETERA NUM. 123 KILOMETRO 52.2,UTUADO,PR,641,,,
010943,RABBINICAL COLLEGE BETH SHRAGA,SADDLE RIVER RD BOX 412,MONSEY,NY,10952,,,
001151,SAN DIEGO STATE UNIVERSITY,5500 CAMPANILE DRIVE,SAN DIEGO,CA,92182,,,
001909,CLOUD COUNTY COMMUNITY COLLEGE,2221 CAMPUS DRIVE,CONCORDIA,KS,66901,,,
002430,PEARL RIVER COMMUNITY COLLEGE,101 HIGHWAY 11 NORTH,POPLARVILLE,MS,39470,,,
002436,SOUTHWEST MISSISSIPPI CMNTY CLG,1156 COLLEGE DRIVE,SUMMIT,MS,39666,,,
G02457,CONCORDIA SEMINARY,801 SEMIN/ARY PLACE,SAINT LOUIS,MO,63105,,,
003745,UNIVERSITY OF VIRGINIA - SFS,1847 UNIVERSITY AVENUE,CHARLOTTESVILLE,VA,22903,,,
016825,GREENE COUNTY CAREER AND TECHNOLOGY CENT,60 ZIMMERMAN DRIVE,WAYNESBURG,PA,15370,,,
043174,RATED NEXT BARBER STYLIST SCHOOL,222 EAST  LINCOLNWAY,LA PORTE,IN,46350,,,
001767,BENEDICTINE UNIVERSITY,5700 COLLEGE ROAD,LISLE,IL,60532,,,
E00589,GREAT LAKES COLLEGE - MIDLAND,3555 E PATRICK RD,MIDLAND,MI,48642,,,
002534,ROCKY MOUNTAIN COLLEGE,1511 POLY DRIVE,BILLINGS,MT,59102,,,
003440,NEWBERRY COLLEGE,2100 COLLEGE STREET,NEWBERRY,SC,29108,,,
003747,UNIV OF VIRGINIA'S COLLEGE AT WISE,1 COLLEGE AVENUE,WISE,VA,24293,,,
010975,UNIVERSITY OF PUERTO RICO - BAYAMÓN,CARR. 174 NUM. 170,BAYAMÓN,PR,959,,,
G10977,UNIVERSIDAD CENTRAL DEL ESTE,AVENIDA CIRCUNVALACION,SAN PEDRO DE MACORIS,FC,0,,DOMINICAN REPUBLIC,
016522,HOBART INSTITUTE OF WELDING TECHNOLOGY,400 TRADE SQUARE EAST,TROY,OH,45373,,,
010997,EAST GEORGIA STATE COLLEGE,131 COLLEGE CIRCLE,SWAINSBORO,GA,30401,,,
010998,PENNSYLVANIA INSTITUTE OF TECH,800 MANCHESTER AVENUE,MEDIA,PA,19063,,,
043175,L A STYLE SCHOOL OF COSMETOLOGY,2145 W. 95 STREET,CHICAGO,IL,60643,,,
001022,JEFFERSON STATE COMMUNITY COLLEGE,2601 CARSON ROAD,BIRMINGHAM,AL,35215,,,
001874,LUTHER COLLEGE,700 COLLEGE DRIVE,DECORAH,IA,52101,,,
002262,KETTERING UNIVERSITY,1700 WEST UNIVERSITY AVENUE,FLINT,MI,48504,,,
002553,MIDLAND UNIVERSITY,900 NORTH CLARKSON STREET,FREMONT,NE,68025,,,
002709,CONCORDIA COLLEGE,171 WHITE PLAINS ROAD,BRONXVILLE,NY,10708,,,
003441,NORTH GREENVILLE UNIVERSITY,7801 TIGERVILLE ROAD,TIGERVILLE,SC,29688,,,
003830,WEST VIRGINIA WESLEYAN COLLEGE,59 COLLEGE AVENUE,BUCKHANNON,WV,26201,,,
008189,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,1050 UNION ROAD,WEST SENECA,NY,14224,,,
E01698,ECPI UNIVERSITY - MANASSAS,10021 BALLS FORD ROAD,MAN/ASSAS,VA,20109,,,
001954,BELLARMINE UNIVERSITY,2001 NEWBURG RD,LOUISVILLE,KY,40205,,,
002354,HAMLINE UNIVERSITY,1536 HEWITT AVE,ST PAUL,MN,55104,,,
003556,COMMONWEALTH INST OF FUNERAL SVC,415 BARREN SPRINGS DRIVE,HOUSTON,TX,77090,,,
003583,LEE COLLEGE,511 SOUTH WHITING,BAYTOWN,TX,77520,,,
011009,PALAU COMMUNITY COLLEGE,POST OFFICE BOX 9  KOROR PALAU,WESTERN CAROLIN/A ISLAND,PW,96940,,,
014434,WARRENSBURG AREA VOC TECH SCH,205 S RIDGE VIEW DRIVE,WARRENSBURG,MO,64093,,,
011046,CENTRAL OHIO TECHNICAL COLLEGE,1179 UNIVERSITY DRIVE,NEWARK,OH,43055,,,
G11054,UNIVERSITY OF OXFORD - ST ANNE'S CO,**,OXFORD,FC,0,,ENGLAND,
G11060,UNIVERSITY OF OXFORD - QUEEN'S COLL,HIGH STREET,OXFORD,FC,0,,ENGLAND,
G11061,UNIVERSITY OF OXFORD - PEMBROKE COL,**,OXFORD,FC,0,,ENGLAND,
G11063,UNIVERSITY OF OXFORD - NUFFIELD COLLEGE,1 NEW ROAD,OXFORD,FC,0,,ENGLAND,
G11065,UNIVERSITY OF OXFORD MERTON COLLEGE,**,OXFORD,FC,0,,ENGLAND,
G11066,UNIVERSITY OF OXFORD - LINCOLN COLLEGE,TURL STREET,OXFORD,FC,0,,ENGLAND,
G11068,UNIVERSITY OF OXFORD - JESUS COLLEGE,TURL STREET,OXFORD,FC,0,,ENGLAND,
001648,TRUMAN COLLEGE,1145 WEST WILSON AVENUE,CHICAGO,IL,60640,,,
001649,RICHARD J DALEY COLLEGE,7500 S PULASKI RD,CHICAGO,IL,60652,,,
003042,DENISON UNIVERSITY,100 WEST COLLEGE STREET,GRANVILLE,OH,43023,,,
003608,ST PHILLIPS COLLEGE,1801 MARTIN LUTHER KING DRIVE,SAN ANTONIO,TX,78203,,,
003899,UNIVERSITY OF WISCONSIN - GREEN BAY,2420 NICOLET DRIVE,GREEN BAY,WI,54311,,,
G11091,FLINDERS UNIVERSITY OF S AUSTRALIA,STURT ROAD,BEDFORD PARK,FC,0,,AUSTRALIA,
016577,CLOYD'S BEAUTY SCHOOL #1,603 N/ATCHITOCHES ST,WEST MONROE,LA,71291,,,
011112,FIDM-FASHION INSTITUTE OF DESIGN,919 S GRAND AVE,LOS ANGELES,CA,90015,,,
G02726,GENERAL THEOLOGICAL SEMINARY OF THE EPIS,440 W  21 STREET,NEW YORK,NY,10011,,,
011113,MAHARISHI INTERNATIONAL UNIVERSITY,1000 N FOURTH ST,FAIRFIELD,IA,52557,,,
011117,ALLIANT INTERNATIONAL UNIVERSITY,10455 POMERADO ROAD,SAN DIEGO,CA,92131,,,
001470,EASTERN FLORIDA STATE COLLEGE,1519 CLEARLAKE ROAD,COCOA,FL,32922,,,
002735,HILBERT COLLEGE,5200 SO PARK AVE,HAMBURG,NY,14075,,,
003110,OTTERBEIN UNIVERSITY,1 SOUTH GROVE STREET,WESTERVILLE,OH,43081,,,
003658,UNIVERSITY OF TEXAS-AUSTIN,POST OFFICE BOX 7758,AUSTIN,TX,78713,,,
003664,WEATHERFORD COLLEGE,225 COLLEGE PARK DRIVE,WEATHERFORD,TX,76086,,,
011133,COLLEGE OF EASTERN IDAHO,1600 SOUTH 25TH EAST,IDAHO FALLS,ID,83404,,,
011145,LONE STAR COLLEGE SYSTEM,2700 W. W. THORNE BOULEVARD,HOUSTON,TX,77073,,,
011161,TEXAS A&M UNIVERSITY-CORPUS CHRISTI,6300 OCEAN DRIVE,CORPUS CHRISTI,TX,78412,,,
011163,UNIVERSITY OF TEXAS AT TYLER,3900 UNIVERSITY BOULEVARD,TYLER,TX,75799,,,
013721,UINTAH BASIN TECHNICAL COLLEGE,1100 EAST LAGOON STREET,ROOSEVELT,UT,84066,,,
011167,COMMUNITY COLLEGE OF VERMONT,660 ELM STREET,MONTPELIER,VT,5601,,,
002536,UNIVERSITY OF MONTANA,32 CAMPUS DRIVE,MISSOULA,MT,59812,,,
002722,FORDHAM UNIVERSITY,441 EAST FORDHAM ROAD,BRONX,NY,10458,,,
002737,IONA UNIVERSITY,715 NORTH AVENUE,NEW ROCHELLE,NY,10801,,,
003663,WAYLAND BAPTIST UNIVERSITY,1900 WEST 7TH STREET,PLAINVIEW,TX,79072,,,
003742,SWEET BRIAR COLLEGE,134 CHAPEL DRIVE,SWEET BRIAR,VA,24595,,,
G08370,"SAFA, UNIVERSITY OF VICTORIA",3800 FINNERTY ROAD,VICTORIA,CN,0,BC,CAN/ADA,V8W 3P2
011189,UNITED TALMUDICAL SEMINARY,45 C WILLIAMSBURG STREET WEST,BROOKLYN,NY,11211,,,
011194,STANLY COMMUNITY COLLEGE,141 COLLEGE DRIVE,ALBEMARLE,NC,28001,,,
011197,MAYLAND COMMUNITY COLLEGE,POST OFFICE BOX 547,SPRUCE PINE,NC,28777,,,
011206,PIONEER TECHNOLOGY CENTER,2101 NORTH ASH,PONCA CITY,OK,74601,,,
011210,BUNKER HILL COMMUNITY COLLEGE,NEW RUTHERFORD AVENUE,CHARLESTOWN,MA,2129,,,
002039,COLBY COLLEGE,4130 MAYFLOWER HILL,WATERVILLE,ME,4901,,,
003204,MOUNT HOOD COMMUNITY COLLEGE,26000 SE STARK STREET,GRESHAM,OR,97030,,,
003761,WYTHEVILLE COMMUNITY COLLEGE,1000 EAST MAIN STREET,WYTHEVILLE,VA,24382,,,
008494,HOHOKUS SCHOOL OF TRADE & TECHN SCIENCE,634 MARKET STREET,PATERSON,NJ,7513,,,
010390,WINDWARD COMMUNITY COLLEGE,45-720 KEAAHALA ROAD,KANEOHE,HI,96744,,,
011245,WEST VIRGINIA SCH OSTEOPATHIC MED,400 N LEE ST,LEWISBURG,WV,24901,,,
G11282,OKLAHOMA STATE UNV CLG OSTEOPTHC MD,1111 WEST 17TH STREET,TULSA,OK,74117,,,
011385,COLLEGE OF THE ATLANTIC,105 EDEN STREET,BAR HARBOR,ME,4609,,,
011460,NATIONAL UNIVERSITY,9388 LIGHTWAVE AVENUE,SAN DIEGO,CA,92123,,,
011462,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,
001705,ILLINOIS VALLEY COMMUNITY COLLEGE,815 NORTH ORLANDO SMITH ROAD,OGLESBY,IL,61348,,,
002355,MINNESOTA NORTH COLLEGE,1515 EAST 25TH STREET,HIBBING,MN,55746,,,
003773,CLARK COLLEGE,1933 FORT VANCOUVER WAY,VANCOUVER,WA,98663,,,
G04707,COVENANT THEOLOGICAL SEMINARY,12330 CONWAY ROAD,SAINT LOUIS,MO,63141,,,
011477,SANFORD MEDICAL CENTER,1305 W. 18TH STREET,SIOUX FALLS,SD,57117,,,
011481,DIVERS INSTITUTE OF TECHNOLOGY,1341 NORTH NORTHLAKE WAY,SEATTLE,WA,98103,,,
011484,ADVANCED INSTITUTE OF HAIR DESIGN,4111 S. 108TH STREET,GREENFIELD,WI,53228,,,
